   61.000999999999998     
  0.50000000000000000              501
   311.0010000000    98.9526220163   647.0477195353  0.0000000000  1.0000000000
   310.5010000000    98.7896272412   646.2583905523  0.0000000000  1.0000000000
   310.0010000000    98.6266355163   645.4687476093  0.0000000000  1.0000000000
   309.5010000000    98.4636466311   644.6787890221  0.0000000000  1.0000000000
   309.0010000000    98.3006607626   643.8885149808  0.0000000000  1.0000000000
   308.5010000000    98.1376778976   643.0979247527  0.0000000000  1.0000000000
   308.0010000000    97.9746980257   642.3070176150  0.0000000000  1.0000000000
   307.5010000000    97.8117211390   641.5157928548  0.0000000000  1.0000000000
   307.0010000000    97.6487472321   640.7242497694  0.0000000000  1.0000000000
   306.5010000000    97.4857763024   639.9323876659  0.0000000000  1.0000000000
   306.0010000000    97.3228085402   639.1402067878  0.0000000000  1.0000000000
   305.5010000000    97.1598437570   638.3477055347  0.0000000000  1.0000000000
   305.0010000000    96.9968819580   637.5548832440  0.0000000000  1.0000000000
   304.5010000000    96.8339231508   636.7617392632  0.0000000000  1.0000000000
   304.0010000000    96.6709675351   635.9682738728  0.0000000000  1.0000000000
   303.5010000000    96.5080147446   635.1744845935  0.0000000000  1.0000000000
   303.0010000000    96.3450651735   634.3803726485  0.0000000000  1.0000000000
   302.5010000000    96.1821186503   633.5859365025  0.0000000000  1.0000000000
   302.0010000000    96.0191751958   632.7911755536  0.0000000000  1.0000000000
   301.5010000000    95.8562348330   631.9960892099  0.0000000000  1.0000000000
   301.0010000000    95.6932975879   631.2006768898  0.0000000000  1.0000000000
   300.5010000000    95.5303634889   630.4049380215  0.0000000000  1.0000000000
   300.0010000000    95.3674323793   629.6088711270  0.0000000000  1.0000000000
   299.5010000000    95.2045044809   628.8124765735  0.0000000000  1.0000000000
   299.0010000000    95.0415796427   628.0157529047  0.0000000000  1.0000000000
   298.5010000000    94.8786579043   627.2186995922  0.0000000000  1.0000000000
   298.0010000000    94.7157394944   626.4213170317  0.0000000000  1.0000000000
   297.5010000000    94.5528240841   625.6236028869  0.0000000000  1.0000000000
   297.0010000000    94.3899117214   624.8255566622  0.0000000000  1.0000000000
   296.5010000000    94.2270026429   624.0271787844  0.0000000000  1.0000000000
   296.0010000000    94.0640967153   623.2284678655  0.0000000000  1.0000000000
   295.5010000000    93.9011939945   622.4294234411  0.0000000000  1.0000000000
   295.0010000000    93.7382945388   621.6300450571  0.0000000000  1.0000000000
   294.5010000000    93.5753982241   620.8303313612  0.0000000000  1.0000000000
   294.0010000000    93.4125051148   620.0302819222  0.0000000000  1.0000000000
   293.5010000000    93.2496150931   619.2298954125  0.0000000000  1.0000000000
   293.0010000000    93.0867284136   618.4291723301  0.0000000000  1.0000000000
   292.5010000000    92.9238449642   617.6281113698  0.0000000000  1.0000000000
   292.0010000000    92.7609646365   616.8267112395  0.0000000000  1.0000000000
   291.5010000000    92.5980876927   616.0249724686  0.0000000000  1.0000000000
