# eps (GeV/fm^3   P (GeV/fm^3)      s (fm^-3)    n_b (fm^-3)
 146.2997677119  45.4867839846  364.6132161530   0.0000000000
 147.4331731812  45.8524728662  366.7659317787   0.0000000000
 148.5731180051  46.2203186201  368.9269633053   0.0000000000
 149.7196271587  46.5903295700  371.0963265194   0.0000000000
 150.8727256644  46.9625140556  373.2740372076   0.0000000000
 152.0324385919  47.3368804322  375.4601111566   0.0000000000
 153.1987910582  47.7134370710  377.6545641525   0.0000000000
 154.3718082275  48.0921923588  379.8574119818   0.0000000000
 155.5515153114  48.4731546985  382.0686704305   0.0000000000
 156.7379375689  48.8563325085  384.2883552848   0.0000000000
 157.9311003061  49.2417342231  386.5164823306   0.0000000000
 159.1310288765  49.6293682924  388.7530673537   0.0000000000
 160.3377486808  50.0192431824  390.9981261398   0.0000000000
 161.5512851673  50.4113673746  393.2516744747   0.0000000000
 162.7716638313  50.8057493665  395.5137281439   0.0000000000
 163.9989102155  51.2023976712  397.7843029329   0.0000000000
 165.2330499098  51.6013208180  400.0634146269   0.0000000000
 166.4741085518  52.0025273514  402.3510790114   0.0000000000
 167.7221118259  52.4060258321  404.6473118714   0.0000000000
 168.9770854641  52.8118248366  406.9521289921   0.0000000000
 170.2390552457  53.2199329568  409.2655461584   0.0000000000
 171.5080469972  53.6303588008  411.5875791554   0.0000000000
 172.7840865925  54.0431109923  413.9182437679   0.0000000000
 174.0671999527  54.4581981708  416.2575557806   0.0000000000
 175.3574130464  54.8756289916  418.6055309782   0.0000000000
 176.6547518893  55.2954121258  420.9621851453   0.0000000000
 177.9592425446  55.7175562601  423.3275340665   0.0000000000
 179.2709111226  56.1420700974  425.7015935262   0.0000000000
 180.5897837811  56.5689623560  428.0843793088   0.0000000000
 181.9158867252  56.9982417701  430.4759071987   0.0000000000
 183.2492462073  57.4299170897  432.8761929801   0.0000000000
 184.5898885269  57.8639970806  435.2852524371   0.0000000000
 185.9378400311  58.3004905244  437.7031013539   0.0000000000
 187.2931271142  58.7394062184  440.1297555145   0.0000000000
 188.6557762179  59.1807529757  442.5652307029   0.0000000000
 190.0258138310  59.6245396254  445.0095427030   0.0000000000
 191.4032664898  60.0707750120  447.4627072986   0.0000000000
 192.7881607780  60.5194679961  449.9247402737   0.0000000000
 194.1805233263  60.9706274539  452.3956574118   0.0000000000
 195.5803808131  61.4242622776  454.8754744967   0.0000000000
 196.9877599638  61.8803813748  457.3642073120   0.0000000000
 198.4026875512  62.3389936694  459.8618716413   0.0000000000
 199.8251903957  62.8001081006  462.3684832680   0.0000000000
 201.2552953646  63.2637336236  464.8840579757   0.0000000000
 202.6930293727  63.7298792095  467.4086115476   0.0000000000
 204.1384193822  64.1985538449  469.9421597673   0.0000000000
 205.5914924025  64.6697665325  472.4847184179   0.0000000000
 207.0522754905  65.1435262905  475.0363032826   0.0000000000
 208.5207957501  65.6198421530  477.5969301448   0.0000000000
 209.9970803328  66.0987231700  480.1666147876   0.0000000000
 211.4811564374  66.5801784071  482.7453729940   0.0000000000
 212.9730513099  67.0642169458  485.3332205471   0.0000000000
 214.4727922436  67.5508478833  487.9301732299   0.0000000000
 215.9804065794  68.0400803326  490.5362468255   0.0000000000
 217.4959217051  68.5319234225  493.1514571166   0.0000000000
 219.0193650562  69.0263862976  495.7758198862   0.0000000000
 220.5507641154  69.5234781184  498.4093509171   0.0000000000
 222.0901464126  70.0232080608  501.0520659921   0.0000000000
 223.6375395252  70.5255853169  503.7039808941   0.0000000000
 225.1929710778  71.0306190945  506.3651114055   0.0000000000
 226.7564687424  71.5383186169  509.0354733093   0.0000000000
 228.3280602382  72.0486931235  511.7150823879   0.0000000000
 229.9077733320  72.5617518693  514.4039544240   0.0000000000
 231.4956358377  73.0775041252  517.1021052002   0.0000000000
 233.0916756165  73.5959591779  519.8095504989   0.0000000000
 234.6959205771  74.1171263297  522.5263061028   0.0000000000
 236.3083986753  74.6410148988  525.2523877941   0.0000000000
 237.9291379145  75.1676342192  527.9878113554   0.0000000000
 239.5581663452  75.6969936407  530.7325925690   0.0000000000
 241.1955120654  76.2291025288  533.4867472172   0.0000000000
 242.8412032203  76.7639702649  536.2502910825   0.0000000000
 244.4952680024  77.3016062460  539.0232399471   0.0000000000
 246.1577346517  77.8420198850  541.8056095932   0.0000000000
 247.8286314554  78.3852206107  544.5974158031   0.0000000000
 249.5079867479  78.9312178674  547.3986743590   0.0000000000
 251.1958289114  79.4800211155  550.2094010430   0.0000000000
 252.8921863748  80.0316398308  553.0296116372   0.0000000000
 254.5970876148  80.5860835053  555.8593219239   0.0000000000
 256.3105611553  81.1433616465  558.6985476850   0.0000000000
 258.0326355674  81.7034837778  561.5473047027   0.0000000000
 259.7633394696  82.2664594382  564.4056087589   0.0000000000
 261.5027015279  82.8322981829  567.2734756356   0.0000000000
 263.2507504555  83.4010095824  570.1509211149   0.0000000000
 265.0075150127  83.9726032232  573.0379609786   0.0000000000
 266.7730240076  84.5470887077  575.9346110088   0.0000000000
 268.5473062953  85.1244756539  578.8408869872   0.0000000000
 270.3303907782  85.7047736956  581.7568046958   0.0000000000
 272.1223064063  86.2879924825  584.6823799164   0.0000000000
 273.9230821766  86.8741416799  587.6176284308   0.0000000000
 275.7327471338  87.4632309690  590.5625660209   0.0000000000
 277.5513303697  88.0552700469  593.5172084685   0.0000000000
 279.3788610234  88.6502686262  596.4815715552   0.0000000000
 281.2153682814  89.2482364355  599.4556710629   0.0000000000
 283.0608813776  89.8491832190  602.4395227732   0.0000000000
 284.9154295930  90.4531187370  605.4331424678   0.0000000000
 286.7790422564  91.0600527652  608.4365459285   0.0000000000
 288.6517487433  91.6699950954  611.4497489368   0.0000000000
 290.5335784771  92.2829555349  614.4727672744   0.0000000000
 292.4245609282  92.8989439070  617.5056167230   0.0000000000
 294.3247256144  93.5179700506  620.5483130641   0.0000000000
 296.2341021010  94.1400438206  623.6008720792   0.0000000000
 298.1527200003  94.7651750876  626.6633095501   0.0000000000
 300.0806089722  95.3933737378  629.7356412581   0.0000000000
 302.0177987240  96.0246496735  632.8178829848   0.0000000000
 303.9643190100  96.6590128124  635.9100505117   0.0000000000
 305.9201996321  97.2964730883  639.0121596204   0.0000000000
 307.8854704395  97.9370404508  642.1242260922   0.0000000000
 309.8601613287  98.5807248649  645.2462657087   0.0000000000
 311.8443022434  99.2275363118  648.3782942512   0.0000000000
 313.8379231750  99.8774847883  651.5203275012   0.0000000000
 315.8410541617 100.5305803070  654.6723812401   0.0000000000
 317.8537252896 101.1868328962  657.8344712493   0.0000000000
 319.8759666917 101.8462526002  661.0066133101   0.0000000000
 321.9078085486 102.5088494788  664.1888232040   0.0000000000
 323.9492810880 103.1746336078  667.3811167122   0.0000000000
 326.0004145853 103.8436150787  670.5835096161   0.0000000000
 328.0612393628 104.5158039987  673.7960176970   0.0000000000
 330.1317857904 105.1912104910  677.0186567362   0.0000000000
 332.2120842852 105.8698446945  680.2514425151   0.0000000000
 334.3021653119 106.5517167636  683.4943908147   0.0000000000
 336.4020593822 107.2368368689  686.7475174166   0.0000000000
 338.5117970554 107.9252151964  690.0108381017   0.0000000000
 340.6314089379 108.6168619483  693.2843686515   0.0000000000
 342.7609256835 109.3117873423  696.5681248472   0.0000000000
 344.9003779936 110.0100016118  699.8621224699   0.0000000000
 347.0497966165 110.7115150063  703.1663773008   0.0000000000
 349.2092123482 111.4163377908  706.4809051211   0.0000000000
 351.3786560318 112.1244802461  709.8057217121   0.0000000000
 353.5581585580 112.8359526691  713.1408428548   0.0000000000
 355.7477508644 113.5507653720  716.4862843304   0.0000000000
 357.9474639365 114.2689286831  719.8420619201   0.0000000000
 360.1573288066 114.9904529464  723.2081914049   0.0000000000
 362.3773765547 115.7153485218  726.5846885660   0.0000000000
 364.6076383079 116.4436257847  729.9715691846   0.0000000000
 366.8481452409 117.1752951266  733.3688490416   0.0000000000
 369.0989285755 117.9103669545  736.7765439182   0.0000000000
 371.3600195809 118.6488516913  740.1946695955   0.0000000000
 373.6314495737 119.3907597759  743.6232418545   0.0000000000
 375.9132499178 120.1361016625  747.0622764763   0.0000000000
 378.2054520243 120.8848878215  750.5117892419   0.0000000000
 380.5080873520 121.6371287390  753.9717959324   0.0000000000
 382.8211874066 122.3928349166  757.4423123287   0.0000000000
 385.1447837415 123.1520168721  760.9233542120   0.0000000000
 387.4789079571 123.9146851388  764.4149373631   0.0000000000
 389.8235917015 124.6808502659  767.9170775632   0.0000000000
 392.1788666698 125.4505228182  771.4297905932   0.0000000000
 394.5447646047 126.2237133766  774.9530922340   0.0000000000
 396.9213172961 127.0004325375  778.4869982668   0.0000000000
 399.3085565812 127.7806909132  782.0315244723   0.0000000000
 401.7065143446 128.5644991317  785.5866866316   0.0000000000
 404.1152225183 129.3518678370  789.1525005257   0.0000000000
 406.5347130816 130.1428076886  792.7289819354   0.0000000000
 408.9650180611 130.9373293620  796.3161466417   0.0000000000
 411.4061695307 131.7354435483  799.9140104255   0.0000000000
 413.8581996117 132.5371609545  803.5225890678   0.0000000000
 416.3211404727 133.3424923033  807.1418983495   0.0000000000
 418.7950243298 134.1514483333  810.7719540514   0.0000000000
 421.2798834461 134.9640397988  814.4127719545   0.0000000000
 423.7757501324 135.7802774699  818.0643678396   0.0000000000
 426.2826567466 136.6001721324  821.7267574876   0.0000000000
 428.8006356941 137.4237345880  825.3999566794   0.0000000000
 431.3297194274 138.2509756542  829.0839811959   0.0000000000
 433.8699404466 139.0819061641  832.7788468179   0.0000000000
 436.4213312991 139.9165369668  836.4845693263   0.0000000000
 438.9839245794 140.7548789270  840.2011645020   0.0000000000
 441.5577529296 141.5969429253  843.9286481257   0.0000000000
 444.1428490390 142.4427398580  847.6670359783   0.0000000000
 446.7392456443 143.2922806372  851.4163438407   0.0000000000
 449.3469755296 144.1455761909  855.1765874936   0.0000000000
 451.9660715262 145.0026374627  858.9477827179   0.0000000000
 454.5965665127 145.8634754121  862.7299452944   0.0000000000
 457.2384934153 146.7281010144  866.5230910039   0.0000000000
 459.8918852073 147.5965252605  870.3272356272   0.0000000000
 462.5567749094 148.4687591572  874.1423949450   0.0000000000
 465.2331955896 149.3448137272  877.9685847383   0.0000000000
 467.9211803634 150.2247000088  881.8058207877   0.0000000000
 470.6207623935 151.1084290561  885.6541188741   0.0000000000
 473.3319748899 151.9960119391  889.5134947782   0.0000000000
 476.0548511101 152.8874597435  893.3839642807   0.0000000000
 478.7894243588 153.7827835708  897.2655431625   0.0000000000
 481.5357279881 154.6819945382  901.1582472044   0.0000000000
 484.2937953973 155.5851037789  905.0620921869   0.0000000000
 487.0636600333 156.4921224415  908.9770938910   0.0000000000
 489.8453553902 157.4030616908  912.9032680974   0.0000000000
 492.6389150094 158.3179327071  916.8406305867   0.0000000000
 495.4443724797 159.2367466867  920.7891971397   0.0000000000
 498.2617614371 160.1595148414  924.7489835372   0.0000000000
 501.0911155652 161.0862483989  928.7200055599   0.0000000000
 503.9324685948 162.0169586029  932.7022789884   0.0000000000
 506.7858543039 162.9516567127  936.6958196036   0.0000000000
 509.6513065181 163.8903540031  940.7006431861   0.0000000000
 512.5288591101 164.8330617653  944.7167655166   0.0000000000
 515.4185460002 165.7797913057  948.7442023759   0.0000000000
 518.3204011558 166.7305539468  952.7829695446   0.0000000000
 521.2344585916 167.6853610268  956.8330828034   0.0000000000
 524.1607523700 168.6442238997  960.8945579330   0.0000000000
 527.0993166004 169.6071539352  964.9674107142   0.0000000000
 530.0501854397 170.5741625189  969.0516569275   0.0000000000
 533.0133930920 171.5452610521  973.1473123537   0.0000000000
 535.9889738088 172.5204609520  977.2543927735   0.0000000000
 538.9769618891 173.4997736513  981.3729139675   0.0000000000
 541.9773916790 174.4832105988  985.5028917163   0.0000000000
 544.9902975721 175.4707832588  989.6443418008   0.0000000000
 548.0157140093 176.4625031117  993.7972800014   0.0000000000
 551.0536754787 177.4583816535  997.9617220989   0.0000000000
 554.1042165160 178.4584303958 1002.1376838739   0.0000000000
 557.1673717041 179.4626608664 1006.3251811071   0.0000000000
 560.2431756731 180.4710846084 1010.5242295792   0.0000000000
 563.3316631007 181.4837131812 1014.7348450707   0.0000000000
 566.4328687118 182.5005581595 1018.9570433623   0.0000000000
 569.5468272786 183.5216311341 1023.1908402347   0.0000000000
 572.6735736208 184.5469437114 1027.4362514684   0.0000000000
 575.8131426052 185.5765075138 1031.6932928442   0.0000000000
 578.9655691463 186.6103341791 1035.9619801426   0.0000000000
 582.1308882055 187.6484353613 1040.2423291443   0.0000000000
 585.3091347919 188.6908227299 1044.5343556299   0.0000000000
 588.5003439617 189.7375079703 1048.8380753800   0.0000000000
 591.7045508185 190.7885027837 1053.1535041752   0.0000000000
 594.9217905135 191.8438188869 1057.4806577962   0.0000000000
 598.1520982448 192.9034680128 1061.8195520236   0.0000000000
 601.3955092581 193.9674619098 1066.1702026379   0.0000000000
 604.6520588464 195.0358123421 1070.5326254198   0.0000000000
 607.9217823502 196.1085310899 1074.9068361499   0.0000000000
 611.2047151569 197.1856299490 1079.2928506087   0.0000000000
 614.5008927017 198.2671207310 1083.6906845769   0.0000000000
 617.8103504669 199.3530152633 1088.1003538352   0.0000000000
 621.1331239823 200.4433253890 1092.5218741639   0.0000000000
 624.4692488247 201.5380629672 1096.9552613439   0.0000000000
 627.8187606187 202.6372398726 1101.4005311556   0.0000000000
 631.1816950359 203.7408679956 1105.8576993796   0.0000000000
 634.5580877955 204.8489592427 1110.3267817965   0.0000000000
 637.9479746636 205.9615255359 1114.8077941870   0.0000000000
 641.3513914543 207.0785788130 1119.3007523315   0.0000000000
 644.7683740284 208.2001310277 1123.8056720107   0.0000000000
 648.1989582944 209.3261941495 1128.3225690051   0.0000000000
 651.6431802081 210.4567801634 1132.8514590953   0.0000000000
 655.1010757726 211.5919010706 1137.3923580619   0.0000000000
 658.5726810382 212.7315688878 1141.9452816855   0.0000000000
 662.0580321029 213.8757956475 1146.5102457465   0.0000000000
 665.5571651116 215.0245933980 1151.0872660256   0.0000000000
 669.0701162569 216.1779742035 1155.6763583034   0.0000000000
 672.5969217785 217.3359501439 1160.2775383604   0.0000000000
 676.1376179636 218.4985333148 1164.8908219771   0.0000000000
 679.6922411467 219.6657358276 1169.5162249341   0.0000000000
 683.2608277096 220.8375698097 1174.1537630120   0.0000000000
 686.8434140813 222.0140474039 1178.8034519913   0.0000000000
 690.4400367386 223.1951807692 1183.4653076526   0.0000000000
 694.0507322051 224.3809820801 1188.1393457764   0.0000000000
 697.6755370520 225.5714635269 1192.8255821432   0.0000000000
 701.3144878979 226.7666373157 1197.5240325337   0.0000000000
 704.9676214086 227.9665156685 1202.2347127283   0.0000000000
 708.6349742974 229.1711108230 1206.9576385076   0.0000000000
 712.3165833247 230.3804350327 1211.6928256522   0.0000000000
 716.0124852985 231.5945005667 1216.4402899425   0.0000000000
 719.7227170739 232.8133197102 1221.2000471591   0.0000000000
 723.4473155536 234.0369047639 1225.9721130826   0.0000000000
 727.1863176874 235.2652680445 1230.7565034934   0.0000000000
 730.9397604725 236.4984218843 1235.5532341722   0.0000000000
 734.7076809536 237.7363786315 1240.3623208994   0.0000000000
 738.4901162225 238.9791506501 1245.1837794555   0.0000000000
 742.2871034186 240.2267503197 1250.0176256212   0.0000000000
 746.0986797284 241.4791900358 1254.8638751769   0.0000000000
 749.9248823859 242.7364822097 1259.7225439031   0.0000000000
 753.7657486723 243.9986392686 1264.5936475804   0.0000000000
 757.6213159164 245.2656736551 1269.4772019892   0.0000000000
 761.4916214939 246.5375978281 1274.3732229102   0.0000000000
 765.3767028283 247.8144242617 1279.2817261238   0.0000000000
 769.2765973902 249.0961654463 1284.2027274105   0.0000000000
 773.1913426976 250.3828338878 1289.1362425509   0.0000000000
 777.1209763158 251.6744421080 1294.0822873255   0.0000000000
 781.0655358575 252.9710026443 1299.0408775148   0.0000000000
 785.0250589826 254.2725280501 1304.0120288992   0.0000000000
 788.9995833985 255.5790308944 1308.9957572593   0.0000000000
 792.9891468600 256.8905237622 1313.9920783757   0.0000000000
