# eps (GeV/fm^3   P (GeV/fm^3)      s (fm^-3)    n_b (fm^-3)
 146.2576034707  45.4083564237  364.3839541720   0.0000000000
 147.3911236341  45.7738161520  366.5368876396   0.0000000000
 148.5311854715  46.1414329723  368.6981409920   0.0000000000
 149.6778139684  46.5112152125  370.8677300206   0.0000000000
 150.8310341577  46.8831712162  373.0456705168   0.0000000000
 151.9908711196  47.2573093426  375.2319782716   0.0000000000
 153.1573499816  47.6336379671  377.4266690765   0.0000000000
 154.3304959186  48.0121654804  379.6297587223   0.0000000000
 155.5103341528  48.3929002894  381.8412630003   0.0000000000
 156.6968899536  48.7758508165  384.0611977013   0.0000000000
 157.8901886381  49.1610255002  386.2895786162   0.0000000000
 159.0902555703  49.5484327944  388.5264215359   0.0000000000
 160.2971161619  49.9380811692  390.7717422511   0.0000000000
 161.5107958717  50.3299791101  393.0255565526   0.0000000000
 162.7313202059  50.7241351188  395.2878802309   0.0000000000
 163.9587147182  51.1205577123  397.5587290767   0.0000000000
 165.1930050093  51.5192554239  399.8381188804   0.0000000000
 166.4342167276  51.9202368023  402.1260654326   0.0000000000
 167.6823755686  52.3235104123  404.4225845236   0.0000000000
 168.9375072752  52.7290848342  406.7276919438   0.0000000000
 170.1996376378  53.1369686642  409.0414034835   0.0000000000
 171.4687924939  53.5471705144  411.3637349329   0.0000000000
 172.7449977284  53.9596990126  413.6947020822   0.0000000000
 174.0282792737  54.3745628024  416.0343207215   0.0000000000
 175.3186631094  54.7917705432  418.3826066410   0.0000000000
 176.6161752625  55.2113309101  420.7395756307   0.0000000000
 177.9208418072  55.6332525941  423.1052434805   0.0000000000
 179.2326888653  56.0575443019  425.4796259805   0.0000000000
 180.5517426058  56.4842147562  427.8627389205   0.0000000000
 181.8780292450  56.9132726952  430.2545980903   0.0000000000
 183.2115750466  57.3447268730  432.6552192798   0.0000000000
 184.5524063216  57.7785860597  435.0646182788   0.0000000000
 185.9005494286  58.2148590408  437.4828108770   0.0000000000
 187.2560307731  58.6535546179  439.9098128640   0.0000000000
 188.6188768083  59.0946816082  442.3456400296   0.0000000000
 189.9891140347  59.5382488449  444.7903081633   0.0000000000
 191.3667689999  59.9842651768  447.2438330547   0.0000000000
 192.7518682992  60.4327394685  449.7062304933   0.0000000000
 194.1444385749  60.8836806006  452.1775162686   0.0000000000
 195.5445065170  61.3370974691  454.6577061702   0.0000000000
 196.9520988626  61.7929989862  457.1468159873   0.0000000000
 198.3672423962  62.2513940797  459.6448615095   0.0000000000
 199.7899639497  62.7122916931  462.1518585260   0.0000000000
 201.2202904023  63.1757007858  464.6678228261   0.0000000000
 202.6582486805  63.6416303331  467.1927701993   0.0000000000
 204.1038657584  64.1100893258  469.7267164347   0.0000000000
 205.5571686571  64.5810867708  472.2696773215   0.0000000000
 207.0181844453  65.0546316906  474.8216686490   0.0000000000
 208.4869402389  65.5307331235  477.3827062063   0.0000000000
 209.9634632013  66.0094001237  479.9528057826   0.0000000000
 211.4477805432  66.4906417610  482.5319831670   0.0000000000
 212.9399195225  66.9744671212  485.1202541485   0.0000000000
 214.4399074446  67.4608853058  487.7176345163   0.0000000000
 215.9477716623  67.9499054320  490.3241400592   0.0000000000
 217.4635395756  68.4415366329  492.9397865665   0.0000000000
 218.9872386321  68.9357880574  495.5645898269   0.0000000000
 220.5188963263  69.4326688701  498.1985656295   0.0000000000
 222.0585402006  69.9321882514  500.8417297633   0.0000000000
 223.6061978443  70.4343553976  503.4940980170   0.0000000000
 225.1618968943  70.9391795208  506.1556861796   0.0000000000
 226.7256650349  71.4466698486  508.8265100400   0.0000000000
 228.2975299974  71.9568356247  511.5065853869   0.0000000000
 229.8775195610  72.4696861084  514.1959280092   0.0000000000
 231.4656615517  72.9852305750  516.8945536957   0.0000000000
 233.0619838433  73.5034783154  519.6024782351   0.0000000000
 234.6665143566  74.0244386364  522.3197174162   0.0000000000
 236.2792810600  74.5481208604  525.0462870278   0.0000000000
 237.9003119692  75.0745343258  527.7822028584   0.0000000000
 239.5296351472  75.6036883868  530.5274806969   0.0000000000
 241.1672787043  76.1355924132  533.2821363318   0.0000000000
 242.8132707983  76.6702557907  536.0461855519   0.0000000000
 244.4676396343  77.2076879207  538.8196441457   0.0000000000
 246.1304134647  77.7478982207  541.6025279019   0.0000000000
 247.8016205893  78.2908961235  544.3948526091   0.0000000000
 249.4812893553  78.8366910781  547.1966340558   0.0000000000
 251.1694481572  79.3852925491  550.0078880306   0.0000000000
 252.8661254369  79.9367100170  552.8286303221   0.0000000000
 254.5713496835  80.4909529778  555.6588767187   0.0000000000
 256.2851494337  81.0480309437  558.4986430090   0.0000000000
 258.0075532714  81.6079534424  561.3479449814   0.0000000000
 259.7385898278  82.1707300175  564.2067984246   0.0000000000
 261.4782877816  82.7363702283  567.0752191268   0.0000000000
 263.2266758589  83.3048836501  569.9532228766   0.0000000000
 264.9837828329  83.8762798737  572.8408254624   0.0000000000
 266.7496375244  84.4505685059  575.7380426727   0.0000000000
 268.5242688015  85.0277591692  578.6448902957   0.0000000000
 270.3077055796  85.6078615019  581.5613841200   0.0000000000
 272.0999768214  86.1908851581  584.4875399339   0.0000000000
 273.9011115372  86.7768398077  587.4233735258   0.0000000000
 275.7111387843  87.3657351363  590.3689006840   0.0000000000
 277.5300876678  87.9575808455  593.3241371969   0.0000000000
 279.3579873397  88.5523866524  596.2890988527   0.0000000000
 281.1948669996  89.1501622902  599.2638014398   0.0000000000
 283.0407558946  89.7509175076  602.2482607466   0.0000000000
 284.8956833188  90.3546620692  605.2424925613   0.0000000000
 286.7596786139  90.9614057554  608.2465126721   0.0000000000
 288.6327711690  91.5711583626  611.2603368674   0.0000000000
 290.5149904203  92.1839297025  614.2839809354   0.0000000000
 292.4063658516  92.7997296030  617.3174606644   0.0000000000
 294.3069269940  93.4185679076  620.3607918425   0.0000000000
 296.2167034258  94.0404544757  623.4139902581   0.0000000000
 298.1357247730  94.6653991825  626.4770716993   0.0000000000
 300.0640207086  95.2934119187  629.5500519544   0.0000000000
 302.0016209532  95.9245025913  632.6329468115   0.0000000000
 303.9485552746  96.5586811225  635.7257720588   0.0000000000
 305.9048534880  97.1959574508  638.8285434845   0.0000000000
 307.8705454560  97.8363415301  641.9412768768   0.0000000000
 309.8456610887  98.4798433304  645.0639880238   0.0000000000
 311.8302303432  99.1264728373  648.1966927137   0.0000000000
 313.8242832242  99.7762400523  651.3394067347   0.0000000000
 315.8278497838 100.4291549925  654.4921458747   0.0000000000
 317.8409601213 101.0852276910  657.6549259221   0.0000000000
 319.8636443835 101.7444681966  660.8277626648   0.0000000000
 321.8959327645 102.4068865738  664.0106718910   0.0000000000
 323.9378555057 103.0724929031  667.2036693888   0.0000000000
 325.9894428959 103.7412972806  670.4067709463   0.0000000000
 328.0507252714 104.4133098183  673.6199923516   0.0000000000
 330.1217330156 105.0885406439  676.8433493927   0.0000000000
 332.2024965595 105.7669999009  680.0768578577   0.0000000000
 334.2930463812 106.4486977487  683.3205335347   0.0000000000
 336.3934130065 107.1336443623  686.5743922118   0.0000000000
 338.5036270082 107.8218499327  689.8384496769   0.0000000000
 340.6237190068 108.5133246665  693.1127217181   0.0000000000
 342.7537196699 109.2080787863  696.3972241234   0.0000000000
 344.8936597125 109.9061225302  699.6919726810   0.0000000000
 347.0435698971 110.6074661523  702.9969831787   0.0000000000
 349.2034810334 111.3121199224  706.3122714047   0.0000000000
 351.3734239786 112.0200941262  709.6378531468   0.0000000000
 353.5534296372 112.7313990652  712.9737441932   0.0000000000
 355.7435289610 113.4460450563  716.3199603318   0.0000000000
 357.9437529492 114.1640424328  719.6765173506   0.0000000000
 360.1541326484 114.8854015433  723.0434310375   0.0000000000
 362.3746991525 115.6101327523  726.4207171807   0.0000000000
 364.6054836029 116.3382464404  729.8083915679   0.0000000000
 366.8465171881 117.0697530035  733.2064699873   0.0000000000
 369.0978311442 117.8046628536  736.6149682267   0.0000000000
 371.3594567546 118.5429864185  740.0339020742   0.0000000000
 373.6314253500 119.2847341416  743.4632873176   0.0000000000
 375.9137683084 120.0299164822  746.9031397449   0.0000000000
 378.2065170554 120.7785439154  750.3534751441   0.0000000000
 380.5097030638 121.5306269320  753.8143093030   0.0000000000
 382.8233578536 122.2861760388  757.2856580097   0.0000000000
 385.1475129926 123.0452017582  760.7675370520   0.0000000000
 387.4822000955 123.8077146283  764.2599622179   0.0000000000
 389.8274508246 124.5737252032  767.7629492953   0.0000000000
 392.1832968895 125.3432440528  771.2765140720   0.0000000000
 394.5497700473 126.1162817626  774.8006723361   0.0000000000
 396.9269021022 126.8928489339  778.3354398753   0.0000000000
 399.3147249060 127.6729561840  781.8808324777   0.0000000000
 401.7132703577 128.4566141458  785.4368659310   0.0000000000
 404.1225704037 129.2438334681  789.0035560233   0.0000000000
 406.5426570378 130.0346248153  792.5809185423   0.0000000000
 408.9735623012 130.8289988679  796.1689692760   0.0000000000
 411.4153182824 131.6269663219  799.7677240122   0.0000000000
 413.8679571172 132.4285378892  803.3771985388   0.0000000000
 416.3315109888 133.2337242975  806.9974086436   0.0000000000
 418.8060121279 134.0425362903  810.6283701147   0.0000000000
 421.2914928124 134.8549846268  814.2700987397   0.0000000000
 423.7879853677 135.6710800820  817.9226103066   0.0000000000
 426.2955221662 136.4908334469  821.5859206032   0.0000000000
 428.8141356282 137.3142555281  825.2600454174   0.0000000000
 431.3438582210 138.1413571479  828.9450005370   0.0000000000
 433.8847224594 138.9721491445  832.6408017499   0.0000000000
 436.4367609054 139.8066423720  836.3474648439   0.0000000000
 439.0000061686 140.6448477001  840.0650056068   0.0000000000
 441.5744909058 141.4867760144  843.7934398266   0.0000000000
 444.1602478212 142.3324382162  847.5327832909   0.0000000000
 446.7573096663 143.1818452226  851.2830517877   0.0000000000
 449.3657092401 144.0350079667  855.0442611048   0.0000000000
 451.9854793888 144.8919373970  858.8164270300   0.0000000000
 454.6166530062 145.7526444782  862.5995653511   0.0000000000
 457.2592630331 146.6171401905  866.3936918560   0.0000000000
 459.9133424581 147.4854355299  870.1988223324   0.0000000000
 462.5789243167 148.3575415084  874.0149725681   0.0000000000
 465.2560416922 149.2334691536  877.8421583511   0.0000000000
 467.9447277149 150.1132295089  881.6803954690   0.0000000000
 470.6450155627 150.9968336335  885.5296997097   0.0000000000
 473.3569384607 151.8842926026  889.3900868610   0.0000000000
 476.0805296815 152.7756175068  893.2615727107   0.0000000000
 478.8158225450 153.6708194529  897.1441730466   0.0000000000
 481.5628504184 154.5699095630  901.0379036565   0.0000000000
 484.3216467165 155.4728989755  904.9427803281   0.0000000000
 487.0922449010 156.3797988443  908.8588188493   0.0000000000
 489.8746784815 157.2906203391  912.7860350079   0.0000000000
 492.6689810145 158.2053746455  916.7244445915   0.0000000000
 495.4751861043 159.1240729647  920.6740633881   0.0000000000
 498.2933274021 160.0467265139  924.6349071854   0.0000000000
 501.1234386069 160.9733465260  928.6069917712   0.0000000000
 503.9655534647 161.9039442496  932.5903329332   0.0000000000
 506.8197057691 162.8385309493  936.5849464593   0.0000000000
 509.6859293609 163.7771179053  940.5908481371   0.0000000000
 512.5642581285 164.7197164136  944.6080537546   0.0000000000
 515.4547260073 165.6663377860  948.6365790993   0.0000000000
 518.3573669804 166.6169933503  952.6764399592   0.0000000000
 521.2722150781 167.5716944497  956.7276521219   0.0000000000
 524.1993043780 168.5304524435  960.7902313752   0.0000000000
 527.1386690053 169.4932787067  964.8641935070   0.0000000000
 530.0903431323 170.4601846301  968.9495543048   0.0000000000
 533.0543609788 171.4311816202  973.0463295566   0.0000000000
 536.0307568120 172.4062810993  977.1545350501   0.0000000000
 539.0195649463 173.3854945056  981.2741865729   0.0000000000
 542.0208197436 174.3688332931  985.4052999129   0.0000000000
 545.0345556132 175.3563089313  989.5478908578   0.0000000000
 548.0608070116 176.3479329059  993.7019751954   0.0000000000
 551.0996084427 177.3437167181  997.8675687134   0.0000000000
 554.1509944579 178.3436718850 1002.0446871995   0.0000000000
 557.2149996558 179.3478099394 1006.2333464415   0.0000000000
 560.2916586825 180.3561424300 1010.4335622272   0.0000000000
 563.3810062313 181.3686809213 1014.6453503442   0.0000000000
 566.4830770431 182.3854369934 1018.8687265804   0.0000000000
 569.5979059059 183.4064222424 1023.1037067234   0.0000000000
 572.7255276553 184.4316482801 1027.3503065609   0.0000000000
 575.8659771740 185.4611267341 1031.6085418808   0.0000000000
 579.0192893923 186.4948692476 1035.8784284708   0.0000000000
 582.1854992877 187.5328874800 1040.1599821185   0.0000000000
 585.3646418851 188.5751931062 1044.4532186117   0.0000000000
 588.5567522570 189.6217978168 1048.7581537382   0.0000000000
 591.7618655228 190.6727133184 1053.0748032856   0.0000000000
 594.9800168496 191.7279513334 1057.4031830418   0.0000000000
 598.2112414519 192.7875235999 1061.7433087943   0.0000000000
 601.4555745913 193.8514418716 1066.0951963310   0.0000000000
 604.7130515770 194.9197179184 1070.4588614396   0.0000000000
 607.9837077654 195.9923635256 1074.8343199077   0.0000000000
 611.2675785603 197.0693904946 1079.2215875231   0.0000000000
 614.5646994129 198.1508106423 1083.6206800736   0.0000000000
 617.8751058218 199.2366358016 1088.0316133468   0.0000000000
 621.1988333329 200.3268778212 1092.4544031305   0.0000000000
 624.5359175395 201.4215485653 1096.8890652123   0.0000000000
 627.8863940822 202.5206599143 1101.3356153800   0.0000000000
 631.2502986490 203.6242237640 1105.7940694213   0.0000000000
 634.6276669753 204.7322520263 1110.2644431239   0.0000000000
 638.0185348438 205.8447566288 1114.7467522755   0.0000000000
 641.4229380846 206.9617495146 1119.2410126639   0.0000000000
 644.8409125751 208.0832426431 1123.7472400767   0.0000000000
 648.2724942402 209.2092479891 1128.2654503016   0.0000000000
 651.7177190519 210.3397775432 1132.7956591264   0.0000000000
 655.1766230300 211.4748433121 1137.3378823387   0.0000000000
 658.6492422412 212.6144573180 1141.8921357263   0.0000000000
 662.1356127999 213.7586315989 1146.4584350769   0.0000000000
 665.6357708676 214.9073782087 1151.0367961781   0.0000000000
 669.1497526533 216.0607092171 1155.6272348177   0.0000000000
 672.6775944134 217.2186367095 1160.2297667834   0.0000000000
 676.2193324516 218.3811727870 1164.8444078628   0.0000000000
 679.7750031190 219.5483295668 1169.4711738437   0.0000000000
 683.3446428140 220.7201191816 1174.1100805138   0.0000000000
 686.9282879824 221.8965537800 1178.7611436607   0.0000000000
 690.5259751174 223.0776455264 1183.4243790722   0.0000000000
 694.1377407595 224.2634066008 1188.0998025360   0.0000000000
 697.7636214965 225.4538491994 1192.7874298396   0.0000000000
 701.4036539638 226.6489855337 1197.4872767710   0.0000000000
 705.0578748439 227.8488278314 1202.1993591177   0.0000000000
 708.7263208669 229.0533883357 1206.9236926674   0.0000000000
 712.4090288099 230.2626793057 1211.6602932078   0.0000000000
 716.1060354979 231.4767130164 1216.4091765266   0.0000000000
 719.8173778027 232.6955017583 1221.1703584116   0.0000000000
 723.5430926439 233.9190578380 1225.9438546503   0.0000000000
 727.2832169882 235.1473935776 1230.7296810305   0.0000000000
 731.0377878498 236.3805213153 1235.5278533399   0.0000000000
 734.8068422902 237.6184534049 1240.3383873662   0.0000000000
 738.5904174182 238.8612022159 1245.1612988969   0.0000000000
 742.3885503901 240.1087801338 1249.9966037199   0.0000000000
 746.2012784095 241.3611995597 1254.8443176229   0.0000000000
 750.0286387273 242.6184729107 1259.7044563934   0.0000000000
 753.8706686420 243.8806126194 1264.5770358192   0.0000000000
 757.7274054991 245.1476311344 1269.4620716880   0.0000000000
 761.5988866917 246.4195409202 1274.3595797874   0.0000000000
 765.4851496602 247.6963544567 1279.2695759052   0.0000000000
 769.3862318924 248.9780842399 1284.1920758289   0.0000000000
 773.3021709235 250.2647427815 1289.1270953464   0.0000000000
 777.2330043359 251.5563426091 1294.0746502452   0.0000000000
 781.1787697595 252.8528962658 1299.0347563131   0.0000000000
 785.1395048715 254.1544163107 1304.0074293377   0.0000000000
 789.1152473965 255.4609153187 1308.9926851068   0.0000000000
 793.1060351065 256.7724058804 1313.9905394079   0.0000000000
