0.586136 , -0.00784076
0.665164 , -0.00730837
0.715606 , 0.00987356
0.730504 , 0.0689213
0.745326 , 0.119547
0.760149 , 0.170174
0.767863 , 0.229173
0.782609 , 0.271378
0.797432 , 0.322004
0.819514 , 0.3811
0.834337 , 0.431726
0.856268 , 0.473979
0.87109 , 0.524605
0.90013 , 0.558485
0.92917 , 0.592365
0.958134 , 0.617823
0.994207 , 0.634908
1.07331 , 0.643862
1.10908 , 0.627261
1.13767 , 0.610612
1.1807 , 0.60248
1.21639 , 0.577458
1.25216 , 0.560857
1.27349 , 0.535737
1.31637 , 0.510763
1.35206 , 0.48574
1.39502 , 0.469187
1.43079 , 0.452586
1.47367 , 0.427612
1.52373 , 0.402686
1.56661 , 0.377712
1.61675 , 0.361208
1.66689 , 0.344703
1.71695 , 0.319777
1.78138 , 0.294948
1.83871 , 0.278492
1.89596 , 0.253615
1.95335 , 0.24558
1.99631 , 0.229028
2.07519 , 0.212717
2.14688 , 0.196358
2.21139 , 0.17995
2.28315 , 0.172013
2.34766 , 0.155605
2.4338 , 0.147765
2.52704 , 0.131551
2.61318 , 0.12371
2.68487 , 0.107351
2.74953 , 0.107786
2.82137 , 0.10827
2.90025 , 0.0919596
2.96491 , 0.0923952
