   61.000999999999998     
  0.50000000000000000              501
   0.6011802692   0.0000000000   0.0000000000
   0.6008848260   0.0000000000   0.0000000000
   0.6005889426   0.0000000000   0.0000000000
   0.6002926178   0.0000000000   0.0000000000
   0.5999958501   0.0000000000   0.0000000000
   0.5996986375   0.0000000000   0.0000000000
   0.5994009788   0.0000000000   0.0000000000
   0.5991028724   0.0000000000   0.0000000000
   0.5988043166   0.0000000000   0.0000000000
   0.5985053099   0.0000000000   0.0000000000
   0.5982058508   0.0000000000   0.0000000000
   0.5979059376   0.0000000000   0.0000000000
   0.5976055683   0.0000000000   0.0000000000
   0.5973047419   0.0000000000   0.0000000000
   0.5970034565   0.0000000000   0.0000000000
   0.5967017106   0.0000000000   0.0000000000
   0.5963995023   0.0000000000   0.0000000000
   0.5960968302   0.0000000000   0.0000000000
   0.5957936923   0.0000000000   0.0000000000
   0.5954900874   0.0000000000   0.0000000000
   0.5951860134   0.0000000000   0.0000000000
   0.5948814688   0.0000000000   0.0000000000
   0.5945764519   0.0000000000   0.0000000000
   0.5942709608   0.0000000000   0.0000000000
   0.5939649938   0.0000000000   0.0000000000
   0.5936585495   0.0000000000   0.0000000000
   0.5933516258   0.0000000000   0.0000000000
   0.5930442211   0.0000000000   0.0000000000
   0.5927363336   0.0000000000   0.0000000000
   0.5924279615   0.0000000000   0.0000000000
   0.5921191033   0.0000000000   0.0000000000
   0.5918097567   0.0000000000   0.0000000000
   0.5914999202   0.0000000000   0.0000000000
   0.5911895919   0.0000000000   0.0000000000
   0.5908787700   0.0000000000   0.0000000000
   0.5905674526   0.0000000000   0.0000000000
   0.5902556380   0.0000000000   0.0000000000
   0.5899433243   0.0000000000   0.0000000000
   0.5896305096   0.0000000000   0.0000000000
   0.5893171921   0.0000000000   0.0000000000
   0.5890033695   0.0000000000   0.0000000000
   0.5886890405   0.0000000000   0.0000000000
   0.5883742025   0.0000000000   0.0000000000
   0.5880588543   0.0000000000   0.0000000000
   0.5877429935   0.0000000000   0.0000000000
   0.5874266183   0.0000000000   0.0000000000
   0.5871097269   0.0000000000   0.0000000000
   0.5867923170   0.0000000000   0.0000000000
   0.5864743867   0.0000000000   0.0000000000
   0.5861559340   0.0000000000   0.0000000000
   0.5858369571   0.0000000000   0.0000000000
   0.5855174538   0.0000000000   0.0000000000
   0.5851974219   0.0000000000   0.0000000000
   0.5848768598   0.0000000000   0.0000000000
   0.5845557651   0.0000000000   0.0000000000
   0.5842341357   0.0000000000   0.0000000000
   0.5839119699   0.0000000000   0.0000000000
   0.5835892650   0.0000000000   0.0000000000
   0.5832660195   0.0000000000   0.0000000000
   0.5829422310   0.0000000000   0.0000000000
   0.5826178974   0.0000000000   0.0000000000
   0.5822930163   0.0000000000   0.0000000000
   0.5819675858   0.0000000000   0.0000000000
   0.5816416038   0.0000000000   0.0000000000
   0.5813150678   0.0000000000   0.0000000000
   0.5809879760   0.0000000000   0.0000000000
   0.5806603260   0.0000000000   0.0000000000
   0.5803321154   0.0000000000   0.0000000000
   0.5800033422   0.0000000000   0.0000000000
   0.5796740038   0.0000000000   0.0000000000
   0.5793440984   0.0000000000   0.0000000000
   0.5790136234   0.0000000000   0.0000000000
   0.5786825765   0.0000000000   0.0000000000
   0.5783509557   0.0000000000   0.0000000000
   0.5780187584   0.0000000000   0.0000000000
   0.5776859821   0.0000000000   0.0000000000
   0.5773526247   0.0000000000   0.0000000000
   0.5770186837   0.0000000000   0.0000000000
   0.5766841568   0.0000000000   0.0000000000
   0.5763490416   0.0000000000   0.0000000000
   0.5760133354   0.0000000000   0.0000000000
   0.5756770362   0.0000000000   0.0000000000
   0.5753401412   0.0000000000   0.0000000000
   0.5750026481   0.0000000000   0.0000000000
   0.5746645544   0.0000000000   0.0000000000
   0.5743258576   0.0000000000   0.0000000000
   0.5739865549   0.0000000000   0.0000000000
   0.5736466442   0.0000000000   0.0000000000
   0.5733061228   0.0000000000   0.0000000000
   0.5729649879   0.0000000000   0.0000000000
   0.5726232372   0.0000000000   0.0000000000
   0.5722808681   0.0000000000   0.0000000000
   0.5719378778   0.0000000000   0.0000000000
   0.5715942637   0.0000000000   0.0000000000
   0.5712500232   0.0000000000   0.0000000000
   0.5709051537   0.0000000000   0.0000000000
   0.5705596521   0.0000000000   0.0000000000
   0.5702135163   0.0000000000   0.0000000000
   0.5698667432   0.0000000000   0.0000000000
   0.5695193301   0.0000000000   0.0000000000
   0.5691712741   0.0000000000   0.0000000000
   0.5688225729   0.0000000000   0.0000000000
   0.5684732233   0.0000000000   0.0000000000
   0.5681232224   0.0000000000   0.0000000000
   0.5677725674   0.0000000000   0.0000000000
   0.5674212558   0.0000000000   0.0000000000
   0.5670692841   0.0000000000   0.0000000000
   0.5667166501   0.0000000000   0.0000000000
   0.5663633504   0.0000000000   0.0000000000
   0.5660093823   0.0000000000   0.0000000000
   0.5656547425   0.0000000000   0.0000000000
   0.5652994285   0.0000000000   0.0000000000
   0.5649434368   0.0000000000   0.0000000000
   0.5645867647   0.0000000000   0.0000000000
   0.5642294092   0.0000000000   0.0000000000
   0.5638713669   0.0000000000   0.0000000000
   0.5635126351   0.0000000000   0.0000000000
   0.5631532104   0.0000000000   0.0000000000
   0.5627930896   0.0000000000   0.0000000000
   0.5624322699   0.0000000000   0.0000000000
   0.5620707480   0.0000000000   0.0000000000
   0.5617085205   0.0000000000   0.0000000000
   0.5613455842   0.0000000000   0.0000000000
   0.5609819363   0.0000000000   0.0000000000
   0.5606175728   0.0000000000   0.0000000000
   0.5602524911   0.0000000000   0.0000000000
   0.5598866872   0.0000000000   0.0000000000
   0.5595201583   0.0000000000   0.0000000000
   0.5591529010   0.0000000000   0.0000000000
   0.5587849115   0.0000000000   0.0000000000
   0.5584161870   0.0000000000   0.0000000000
   0.5580467234   0.0000000000   0.0000000000
   0.5576765175   0.0000000000   0.0000000000
   0.5573055659   0.0000000000   0.0000000000
   0.5569338651   0.0000000000   0.0000000000
   0.5565614114   0.0000000000   0.0000000000
   0.5561882014   0.0000000000   0.0000000000
   0.5558142315   0.0000000000   0.0000000000
   0.5554394979   0.0000000000   0.0000000000
   0.5550639970   0.0000000000   0.0000000000
   0.5546877251   0.0000000000   0.0000000000
   0.5543106784   0.0000000000   0.0000000000
   0.5539328535   0.0000000000   0.0000000000
   0.5535542465   0.0000000000   0.0000000000
   0.5531748534   0.0000000000   0.0000000000
   0.5527946706   0.0000000000   0.0000000000
   0.5524136941   0.0000000000   0.0000000000
   0.5520319201   0.0000000000   0.0000000000
   0.5516493447   0.0000000000   0.0000000000
   0.5512659637   0.0000000000   0.0000000000
   0.5508817737   0.0000000000   0.0000000000
   0.5504967703   0.0000000000   0.0000000000
   0.5501109494   0.0000000000   0.0000000000
   0.5497243069   0.0000000000   0.0000000000
   0.5493368391   0.0000000000   0.0000000000
   0.5489485417   0.0000000000   0.0000000000
   0.5485594104   0.0000000000   0.0000000000
   0.5481694409   0.0000000000   0.0000000000
   0.5477786293   0.0000000000   0.0000000000
   0.5473869711   0.0000000000   0.0000000000
   0.5469944620   0.0000000000   0.0000000000
   0.5466010979   0.0000000000   0.0000000000
   0.5462068742   0.0000000000   0.0000000000
   0.5458117866   0.0000000000   0.0000000000
   0.5454158306   0.0000000000   0.0000000000
   0.5450190019   0.0000000000   0.0000000000
   0.5446212959   0.0000000000   0.0000000000
   0.5442227077   0.0000000000   0.0000000000
   0.5438232332   0.0000000000   0.0000000000
   0.5434228678   0.0000000000   0.0000000000
   0.5430216065   0.0000000000   0.0000000000
   0.5426194447   0.0000000000   0.0000000000
   0.5422163778   0.0000000000   0.0000000000
   0.5418124009   0.0000000000   0.0000000000
   0.5414075093   0.0000000000   0.0000000000
   0.5410016980   0.0000000000   0.0000000000
   0.5405949622   0.0000000000   0.0000000000
   0.5401872971   0.0000000000   0.0000000000
   0.5397786975   0.0000000000   0.0000000000
   0.5393691583   0.0000000000   0.0000000000
   0.5389586748   0.0000000000   0.0000000000
   0.5385472415   0.0000000000   0.0000000000
   0.5381348534   0.0000000000   0.0000000000
   0.5377215054   0.0000000000   0.0000000000
   0.5373071924   0.0000000000   0.0000000000
   0.5368919086   0.0000000000   0.0000000000
   0.5364756492   0.0000000000   0.0000000000
   0.5360584086   0.0000000000   0.0000000000
   0.5356401813   0.0000000000   0.0000000000
   0.5352209618   0.0000000000   0.0000000000
   0.5348007449   0.0000000000   0.0000000000
   0.5343795249   0.0000000000   0.0000000000
   0.5339572960   0.0000000000   0.0000000000
   0.5335340526   0.0000000000   0.0000000000
   0.5331097892   0.0000000000   0.0000000000
   0.5326844999   0.0000000000   0.0000000000
   0.5322581789   0.0000000000   0.0000000000
   0.5318308201   0.0000000000   0.0000000000
   0.5314024180   0.0000000000   0.0000000000
   0.5309729662   0.0000000000   0.0000000000
   0.5305424592   0.0000000000   0.0000000000
   0.5301108902   0.0000000000   0.0000000000
   0.5296782538   0.0000000000   0.0000000000
   0.5292445433   0.0000000000   0.0000000000
   0.5288097527   0.0000000000   0.0000000000
   0.5283738756   0.0000000000   0.0000000000
   0.5279369056   0.0000000000   0.0000000000
   0.5274988362   0.0000000000   0.0000000000
   0.5270596611   0.0000000000   0.0000000000
   0.5266193738   0.0000000000   0.0000000000
   0.5261779678   0.0000000000   0.0000000000
   0.5257354358   0.0000000000   0.0000000000
   0.5252917717   0.0000000000   0.0000000000
   0.5248469685   0.0000000000   0.0000000000
   0.5244010193   0.0000000000   0.0000000000
   0.5239539171   0.0000000000   0.0000000000
   0.5235056554   0.0000000000   0.0000000000
   0.5230562265   0.0000000000   0.0000000000
   0.5226056234   0.0000000000   0.0000000000
   0.5221538393   0.0000000000   0.0000000000
   0.5217008666   0.0000000000   0.0000000000
   0.5212466983   0.0000000000   0.0000000000
   0.5207913266   0.0000000000   0.0000000000
   0.5203347440   0.0000000000   0.0000000000
   0.5198769434   0.0000000000   0.0000000000
   0.5194179167   0.0000000000   0.0000000000
   0.5189576564   0.0000000000   0.0000000000
   0.5184961550   0.0000000000   0.0000000000
   0.5180334042   0.0000000000   0.0000000000
   0.5175693963   0.0000000000   0.0000000000
   0.5171041232   0.0000000000   0.0000000000
   0.5166375768   0.0000000000   0.0000000000
   0.5161697492   0.0000000000   0.0000000000
   0.5157006317   0.0000000000   0.0000000000
   0.5152302164   0.0000000000   0.0000000000
   0.5147584945   0.0000000000   0.0000000000
   0.5142854577   0.0000000000   0.0000000000
   0.5138110974   0.0000000000   0.0000000000
   0.5133354047   0.0000000000   0.0000000000
   0.5128583711   0.0000000000   0.0000000000
   0.5123799878   0.0000000000   0.0000000000
   0.5119002454   0.0000000000   0.0000000000
   0.5114191352   0.0000000000   0.0000000000
   0.5109366481   0.0000000000   0.0000000000
   0.5104527744   0.0000000000   0.0000000000
   0.5099675053   0.0000000000   0.0000000000
   0.5094808310   0.0000000000   0.0000000000
   0.5089927423   0.0000000000   0.0000000000
   0.5085032290   0.0000000000   0.0000000000
   0.5080122819   0.0000000000   0.0000000000
   0.5075198909   0.0000000000   0.0000000000
   0.5070260462   0.0000000000   0.0000000000
   0.5065307373   0.0000000000   0.0000000000
   0.5060339546   0.0000000000   0.0000000000
   0.5055356872   0.0000000000   0.0000000000
   0.5050359252   0.0000000000   0.0000000000
   0.5045346579   0.0000000000   0.0000000000
   0.5040318747   0.0000000000   0.0000000000
   0.5035275647   0.0000000000   0.0000000000
   0.5030217170   0.0000000000   0.0000000000
   0.5025143209   0.0000000000   0.0000000000
   0.5020053650   0.0000000000   0.0000000000
   0.5014948381   0.0000000000   0.0000000000
   0.5009827290   0.0000000000   0.0000000000
   0.5004690258   0.0000000000   0.0000000000
   0.4999537174   0.0000000000   0.0000000000
   0.4994367915   0.0000000000   0.0000000000
   0.4989182365   0.0000000000   0.0000000000
   0.4983980402   0.0000000000   0.0000000000
   0.4978761905   0.0000000000   0.0000000000
   0.4973526752   0.0000000000   0.0000000000
   0.4968274814   0.0000000000   0.0000000000
   0.4963005969   0.0000000000   0.0000000000
   0.4957720086   0.0000000000   0.0000000000
   0.4952417040   0.0000000000   0.0000000000
   0.4947096695   0.0000000000   0.0000000000
   0.4941758920   0.0000000000   0.0000000000
   0.4936403584   0.0000000000   0.0000000000
   0.4931030547   0.0000000000   0.0000000000
   0.4925639677   0.0000000000   0.0000000000
   0.4920230829   0.0000000000   0.0000000000
   0.4914803868   0.0000000000   0.0000000000
   0.4909358647   0.0000000000   0.0000000000
   0.4903895023   0.0000000000   0.0000000000
   0.4898412852   0.0000000000   0.0000000000
   0.4892911984   0.0000000000   0.0000000000
   0.4887392269   0.0000000000   0.0000000000
   0.4881853558   0.0000000000   0.0000000000
   0.4876295696   0.0000000000   0.0000000000
   0.4870718525   0.0000000000   0.0000000000
   0.4865121892   0.0000000000   0.0000000000
   0.4859505635   0.0000000000   0.0000000000
   0.4853869593   0.0000000000   0.0000000000
   0.4848213601   0.0000000000   0.0000000000
   0.4842537495   0.0000000000   0.0000000000
   0.4836841106   0.0000000000   0.0000000000
   0.4831124264   0.0000000000   0.0000000000
   0.4825386795   0.0000000000   0.0000000000
   0.4819628527   0.0000000000   0.0000000000
   0.4813849283   0.0000000000   0.0000000000
   0.4808048881   0.0000000000   0.0000000000
   0.4802227141   0.0000000000   0.0000000000
   0.4796383878   0.0000000000   0.0000000000
   0.4790518905   0.0000000000   0.0000000000
   0.4784632031   0.0000000000   0.0000000000
   0.4778723068   0.0000000000   0.0000000000
   0.4772791816   0.0000000000   0.0000000000
   0.4766838081   0.0000000000   0.0000000000
   0.4760861663   0.0000000000   0.0000000000
   0.4754862357   0.0000000000   0.0000000000
   0.4748839958   0.0000000000   0.0000000000
   0.4742794259   0.0000000000   0.0000000000
   0.4736725044   0.0000000000   0.0000000000
   0.4730632101   0.0000000000   0.0000000000
   0.4724515211   0.0000000000   0.0000000000
   0.4718374154   0.0000000000   0.0000000000
   0.4712208706   0.0000000000   0.0000000000
   0.4706018635   0.0000000000   0.0000000000
   0.4699803716   0.0000000000   0.0000000000
   0.4693563711   0.0000000000   0.0000000000
   0.4687298384   0.0000000000   0.0000000000
   0.4681007489   0.0000000000   0.0000000000
   0.4674690787   0.0000000000   0.0000000000
   0.4668348025   0.0000000000   0.0000000000
   0.4661978952   0.0000000000   0.0000000000
   0.4655583311   0.0000000000   0.0000000000
   0.4649160842   0.0000000000   0.0000000000
   0.4642711279   0.0000000000   0.0000000000
   0.4636234355   0.0000000000   0.0000000000
   0.4629729795   0.0000000000   0.0000000000
   0.4623197323   0.0000000000   0.0000000000
   0.4616636659   0.0000000000   0.0000000000
   0.4610047514   0.0000000000   0.0000000000
   0.4603429600   0.0000000000   0.0000000000
   0.4596782621   0.0000000000   0.0000000000
   0.4590106275   0.0000000000   0.0000000000
   0.4583400258   0.0000000000   0.0000000000
   0.4576664261   0.0000000000   0.0000000000
   0.4569897967   0.0000000000   0.0000000000
   0.4563101057   0.0000000000   0.0000000000
   0.4556273205   0.0000000000   0.0000000000
   0.4549414079   0.0000000000   0.0000000000
   0.4542523341   0.0000000000   0.0000000000
   0.4535600652   0.0000000000   0.0000000000
   0.4528645660   0.0000000000   0.0000000000
   0.4521658011   0.0000000000   0.0000000000
   0.4514637346   0.0000000000   0.0000000000
   0.4507583296   0.0000000000   0.0000000000
   0.4500495490   0.0000000000   0.0000000000
   0.4493373544   0.0000000000   0.0000000000
   0.4486217075   0.0000000000   0.0000000000
   0.4479025688   0.0000000000   0.0000000000
   0.4471798980   0.0000000000   0.0000000000
   0.4464536547   0.0000000000   0.0000000000
   0.4457237969   0.0000000000   0.0000000000
   0.4449902825   0.0000000000   0.0000000000
   0.4442530684   0.0000000000   0.0000000000
   0.4435121105   0.0000000000   0.0000000000
   0.4427673645   0.0000000000   0.0000000000
   0.4420187841   0.0000000000   0.0000000000
   0.4412663234   0.0000000000   0.0000000000
   0.4405099348   0.0000000000   0.0000000000
   0.4397495702   0.0000000000   0.0000000000
   0.4389851802   0.0000000000   0.0000000000
   0.4382167148   0.0000000000   0.0000000000
   0.4374441227   0.0000000000   0.0000000000
   0.4366673517   0.0000000000   0.0000000000
   0.4358863488   0.0000000000   0.0000000000
   0.4351010593   0.0000000000   0.0000000000
   0.4343114282   0.0000000000   0.0000000000
   0.4335173988   0.0000000000   0.0000000000
   0.4327189134   0.0000000000   0.0000000000
   0.4319159130   0.0000000000   0.0000000000
   0.4311083376   0.0000000000   0.0000000000
   0.4302961258   0.0000000000   0.0000000000
   0.4294792148   0.0000000000   0.0000000000
   0.4286575407   0.0000000000   0.0000000000
   0.4278310376   0.0000000000   0.0000000000
   0.4269996392   0.0000000000   0.0000000000
   0.4261632770   0.0000000000   0.0000000000
   0.4253218811   0.0000000000   0.0000000000
   0.4244753799   0.0000000000   0.0000000000
